STATION,route_id,hr,crowd
CLEVELAND ST,J,11,12.75
BEACH 44 ST,A,11,81.71428571428571
CANAL ST,J,11,7.6
CLINTON-WASH AV,A,11,37.285714285714285
CONEY IS-STILLW,D,11,0.0
FULTON ST,2,11,56.611111111111114
BAYCHESTER AV,5,11,9.0
INTERVALE AV,5,11,17.833333333333332
FORDHAM RD,4,11,12.2
INTERVALE AV,2,11,50.888888888888886
BEACH 105 ST,H,11,0.2
ATL AV-BARCLAY,2,11,110.29545454545455
FT HAMILTON PKY,N,11,
CANAL ST,R,11,
111 ST,7,11,6.526315789473684
CARROLL ST,F,11,
FLUSHING-MAIN,7,11,0.0
103 ST-CORONA,7,11,10.625
CLINTON-WASH AV,G,11,3.75
JUNCTION BLVD,7,11,14.4375
ASTORIA DITMARS,N,11,6.5
BEACH 25 ST,A,11,79.85714285714286
161/YANKEE STAD,D,11,76.08333333333333
JKSN HT-ROOSVLT,M,11,
125 ST,4,11,18.666666666666668
ATL AV-BARCLAY,4,11,63.17857142857143
CANAL ST,E,11,1.75
ASTORIA BLVD,N,11,1.5
FLUSHING AV,M,11,9.75
CONEY IS-STILLW,F,11,5.4
FULTON ST,3,11,48.55555555555556
HUNTERS PT AV,7,11,18.0
JUNIUS ST,3,11,26.0
BAY RIDGE-95 ST,R,11,0.0
TIMES SQ-42 ST,3,11,44.0
WOODLAWN,4,11,23.5
121 ST,J,11,25.5
170 ST,D,11,6.5
WHITLOCK AV,6,11,16.2
TREMONT AV,D,11,6.2
HUNTS POINT AV,6,11,14.333333333333334
BEACH 36 ST,A,11,81.0
BAY PKWY,D,11,
HOYT-SCHER,A,11,88.75
JKSN HT-ROOSVLT,E,11,17.0
ELMHURST AV,M,11,
CROWN HTS-UTICA,4,11,39.69230769230769
HOWARD BCH JFK,A,11,61.166666666666664
110 ST,6,11,10.9375
BEDFORD-NOSTRAN,G,11,6.333333333333333
BROOK AV,6,11,14.714285714285714
111 ST,J,11,25.833333333333332
ELMHURST AV,R,11,
CROWN HTS-UTICA,3,11,96.58333333333333
FT HAMILTON PKY,D,11,
96 ST,A,11,67.0
KINGS HWY,N,11,
15 ST-PROSPECT,G,11,
157 ST,1,11,104.81818181818181
CENTRAL AV,M,11,9.666666666666666
WINTHROP ST,2,11,95.85
JAY ST-METROTEC,R,11,
96 ST,6,11,10.0
JKSN HT-ROOSVLT,R,11,
AVENUE N,F,11,
GRAND ARMY PLAZ,2,11,110.33333333333333
WOODHAVEN BLVD,M,11,
ELDER AV,6,11,15.0
155 ST,A,11,77.625
CYPRESS HILLS,J,11,11.833333333333334
170 ST,4,11,21.227272727272727
JAMAICA 179 ST,F,11,11.0
BROADWAY,N,11,10.166666666666666
GRAND ARMY PLAZ,3,11,84.42857142857143
HOYT ST,2,11,65.83333333333333
BERGEN ST,3,11,75.875
CENTRAL PK N110,2,11,66.55555555555556
CHURCH AV,Q,11,
103 ST,6,11,10.88888888888889
CYPRESS AV,6,11,15.909090909090908
116 ST,A,11,80.875
FOREST HILLS 71,F,11,25.833333333333332
BERGEN ST,2,11,82.57142857142857
BRONX PARK EAST,2,11,55.75
FRESH POND RD,M,11,4.5
AVENUE I,F,11,
BEDFORD PK BLVD,D,11,0.0
CRESCENT ST,J,11,11.0
BROOKLYN BRIDGE,6,11,0.0
BEACH 98 ST,H,11,0.3333333333333333
FT HAMILTON PKY,F,11,
AVENUE J,Q,11,
104 ST,A,11,35.6
BAY PKWY,N,11,
WOODHAVEN BLVD,R,11,0.0
ALLERTON AV,2,11,22.571428571428573
KEW GARDENS,F,11,25.0
JACKSON AV,2,11,51.77777777777778
CLARK ST,3,11,52.25
BUHRE AV,6,11,5.0
COURT SQ,G,11,0.0
FULTON ST,G,11,3.5
FOREST AVE,M,11,5.5
125 ST,5,11,29.666666666666668
CATHEDRAL PKWY,1,11,97.33333333333333
COURT SQ-23 ST,E,11,15.6
CLARK ST,2,11,74.83333333333333
FULTON ST,J,11,0.4
BROOKLYN BRIDGE,5,11,14.88888888888889
CITY HALL,R,11,
BROOKLYN BRIDGE,4,11,26.125
96 ST-2 AVE,Q,11,5.5
GATES AV,J,11,12.2
BAY PKWY,F,11,
AVENUE M,Q,11,
JACKSON AV,5,11,22.714285714285715
KINGS HWY,F,11,
WEST FARMS SQ,5,11,12.666666666666666
FOREST HILLS 71,E,11,5.8
COURT SQ-23 ST,M,11,
125 ST,3,11,21.714285714285715
167 ST,4,11,14.916666666666666
CATHEDRAL PKWY,A,11,81.625
HOYT ST,3,11,67.57142857142857
BEDFORD PK BLVD,4,11,9.181818181818182
ALABAMA AV,J,11,11.333333333333334
FAR ROCKAWAY,A,11,40.6
EUCLID AV,A,11,54.54545454545455
TIMES SQ-42 ST,2,11,53.5
14TH STREET,2,11,50.857142857142854
36 ST,M,11,
5 AVE,7,11,6.725
W 4 ST-WASH SQ,F,11,
ST LAWRENCE AV,6,11,14.555555555555555
25 ST,R,11,
METS-WILLETS PT,7,11,2.0
42 ST-PORT AUTH,A,11,88.95454545454545
ROCKAWAY AV,3,11,54.8
72 ST-2 AVE,Q,11,1.75
23 ST,1,11,116.4
SOUTH FERRY,1,11,46.0
5 AV/59 ST,R,11,
OCEAN PKWY,Q,11,2.5
METROPOLITAN AV,M,11,0.0
18 AV,F,11,
74 ST-BROADWAY,7,11,18.0
225 ST,2,11,22.142857142857142
14TH STREET,1,11,65.36363636363636
SARATOGA AV,3,11,72.5
75 AV,E,11,7.2
34 ST-PENN STA,2,11,63.3
14 ST,M,11,
METROPOLITAN AV,G,11,5.4
5 AV/59 ST,N,11,73.66666666666667
PROSPECT PARK,Q,11,
W 4 ST-WASH SQ,A,11,77.58333333333333
34 ST-PENN STA,3,11,47.6
PRINCE ST,R,11,
WAKEFIELD/241,2,11,46.5
SUTPHIN-ARCHER,E,11,0.0
71 ST,D,11,
25 ST,D,11,
42 ST-BRYANT PK,M,11,
MORRIS PARK,5,11,6.0
VERNON-JACKSON,7,11,17.7
23 ST,A,11,83.0
72 ST,1,11,135.0
PRESIDENT ST,2,11,92.9
50 ST,A,11,78.42857142857143
MORISN AV/SNDVW,6,11,11.7
34 ST-PENN STA,A,11,110.60416666666667
72 ST,2,11,57.916666666666664
STEINWAY ST,M,11,
72 ST,3,11,19.25
50 ST,1,11,97.05555555555556
STERLING ST,2,11,118.14285714285714
23 ST,6,11,5.2727272727272725
MIDDLETOWN RD,6,11,2.3333333333333335
SPRING ST,E,11,3.0
NOSTRAND AV,A,11,56.81818181818182
SMITH-9 ST,G,11,
72 ST,A,11,68.375
QUEENS PLAZA,E,11,15.2
75 AV,F,11,23.0
33 ST,6,11,6.7
QUEENS PLAZA,R,11,
LORIMER ST,M,11,8.25
SUTPHIN-ARCHER,J,11,11.2
79 ST,D,11,
4AV-9 ST,G,11,
135 ST,3,11,7.333333333333333
34 ST-HERALD SQ,R,11,
28 ST,R,11,
ROOSEVELT ISLND,F,11,
8 AV,A,11,79.75
14 ST-UNION SQ,R,11,
LORIMER ST,J,11,6.666666666666667
RECTOR ST,R,11,
PENNSYLVANIA AV,3,11,37.142857142857146
182-183 STS,D,11,3.8
8 AV,E,11,3.5
4AV-9 ST,F,11,
45 ST,N,11,
PARK PLACE,FS,11,0.6666666666666666
LONGWOOD AV,6,11,16.444444444444443
18 AV,D,11,
34 ST-HERALD SQ,Q,11,
191 ST,1,11,61.5
WALL ST,3,11,37.375
PARK PLACE,3,11,59.625
215 ST,1,11,70.125
14 ST,E,11,3.0
OZONE PK LEFFRT,A,11,5.5
34 ST-PENN STA,1,11,115.875
MARCY AV,M,11,5.0
135 ST,A,11,83.14285714285714
75 ST-ELDERTS,J,11,8.6
219 ST,2,11,17.61111111111111
20 AV,D,11,
42 ST-PORT AUTH,E,11,47.4
5 AV/53 ST,M,11,
PARK PLACE,2,11,72.54545454545455
15 ST-PROSPECT,F,11,
PROSPECT PARK,FS,11,0.0
WALL ST,2,11,77.3
145 ST,A,11,89.16666666666667
MARCY AV,J,11,8.25
QUEENS PLAZA,M,11,
77 ST,R,11,
28 ST,1,11,126.27272727272727
5 AV/53 ST,E,11,9.8
SOUTH FERRY,R,11,
181 ST,A,11,102.04166666666667
MARBLE HILL-225,1,11,113.21428571428571
34 ST-HUDSON YD,7,11,3.5714285714285716
79 ST,1,11,120.5
77 ST,6,11,4.666666666666667
7 AV,G,11,
MOSHOLU PKWY,4,11,11.0
NOSTRAND AV,3,11,60.44444444444444
NEVINS ST,3,11,59.22222222222222
59 ST COLUMBUS,D,11,77.16666666666667
57 ST,F,11,
4 AV-9 ST,F,11,
NEWKIRK PLAZA,Q,11,
PROSPECT AV,5,11,31.333333333333332
NEVINS ST,2,11,78.4
PRINCE ST,N,11,
61 ST WOODSIDE,7,11,19.875
14 ST,3,11,77.0
18 ST,1,11,117.1
14 ST,1,11,111.4090909090909
W 4 ST-WASH SQ,D,11,
NEREID AV,2,11,12.916666666666666
55 ST,D,11,
63 DR-REGO PARK,M,11,
NORTHERN BLVD,M,11,
23 ST,N,11,
2 AV,F,11,
145 ST,3,11,10.071428571428571
63 DR-REGO PARK,R,11,0.0
39 AV,N,11,9.0
53 ST,R,11,
SHEPHERD AV,A,11,48.666666666666664
42 ST-BRYANT PK,D,11,
STEINWAY ST,R,11,
59 ST COLUMBUS,A,11,89.3076923076923
57 ST-7 AV,R,11,
V.CORTLANDT PK,1,11,174.2
14 ST-UNION SQ,N,11,
NEW UTRECHT AV,N,11,
14 ST,2,11,97.25
59 ST,N,11,65.27777777777776
231 ST,1,11,72.5
149/GRAND CONC,2,11,57.55555555555556
57 ST-7 AV,Q,11,
SHEEPSHEAD BAY,Q,11,4.5
3 AV-149 ST,2,11,65.1
ROCKAWAY AV,A,11,61.0
NEWKIRK AV,2,11,66.9
59 ST,R,11,
NEW LOTS AV,3,11,69.5
233 ST,2,11,17.833333333333332
4 AV-9 ST,G,11,
59 ST COLUMBUS,1,11,62.94444444444444
23 ST,R,11,
14TH STREET,3,11,40.666666666666664
PROSPECT AV,2,11,52.666666666666664
NEVINS ST,4,11,22.333333333333332
W 8 ST-AQUARIUM,F,11,0.0
57 ST-7 AV,N,11,70.66666666666667
SUTPHIN BLVD,F,11,15.6
8 AV,N,11,
VAN SICLEN AV,J,11,12.166666666666666
65 ST,M,11,
68ST-HUNTER CO,6,11,3.85
MYRTLE AV,M,11,9.25
149/GRAND CONC,5,11,26.714285714285715
50 ST,E,11,47.0
30 AV,N,11,12.0
25 AV,D,11,2.3333333333333335
18 AV,N,11,
69 ST,7,11,19.944444444444443
NORWOOD AV,J,11,11.333333333333334
14 ST-UNION SQ,Q,11,
3 AV 138 ST,6,11,13.818181818181818
MYRTLE AV,J,11,10.2
7 AV,D,11,
138/GRAND CONC,4,11,17.214285714285715
23 ST,E,11,7.4
7 AV,E,11,
50 ST,D,11,
34 ST-PENN STA,E,11,40.6
MT EDEN AV,4,11,14.5
7 AV,F,11,
ROCKAWAY BLVD,A,11,41.5625
SMITH-9 ST,F,11,
14 ST,A,11,78.9
36 AV,N,11,10.8
23 ST,F,11,
181 ST,1,11,76.22222222222223
51 ST,6,11,4.5
3 AV-149 ST,5,11,36.666666666666664
SIMPSON ST,2,11,56.90909090909091
53 ST,N,11,
42 ST-BRYANT PK,F,11,
NECK RD,Q,11,8.0
65 ST,R,11,
238 ST,1,11,111.5
36 ST,R,11,
NORTHERN BLVD,R,11,
PROSPECT AV,D,11,
183 ST,4,11,15.928571428571429
NEPTUNE AV,F,11,
66 ST-LINCOLN,1,11,57.875
52 ST,7,11,19.583333333333332
SIMPSON ST,5,11,19.857142857142858
NASSAU AV,G,11,5.8
138/GRAND CONC,5,11,23.857142857142858
PROSPECT AV,R,11,
67 AV,M,11,0.0
W 4 ST-WASH SQ,M,11,
MYRTLE-WILLOUGH,G,11,6.0
SENECA AVE,M,11,7.25
67 AV,R,11,0.0
W 8 ST-AQUARIUM,Q,11,0.0
23 ST,M,11,
QUEENSBORO PLZ,7,11,19.45
137 ST CITY COL,1,11,130.64285714285714
40 ST LOWERY ST,7,11,17.694444444444443
14 ST,F,11,
VAN SICLEN AV,3,11,50.6
PELHAM BAY PARK,6,11,0.3333333333333333
34 ST-HERALD SQ,F,11,
47-50 STS ROCK,F,11,
8 ST-NYU,R,11,
190 ST,A,11,100.84615384615384
49 ST,R,11,
46 ST,R,11,
WALL ST,4,11,30.3
85 ST-FOREST PK,J,11,8.4
86 ST,5,11,18.571428571428573
21 ST,G,11,0.2
SPRING ST,6,11,1.7857142857142858
135 ST,2,11,48.111111111111114
RECTOR ST,1,11,33.714285714285715
LIBERTY AV,A,11,63.5
81 ST-MUSEUM,A,11,100.625
SUTTER AV-RUTLD,3,11,80.5
LEXINGTON AV/53,M,11,
34 ST-HERALD SQ,N,11,
207 ST,1,11,76.625
49 ST,N,11,70.6
SPRING ST,A,11,79.83333333333333
PELHAM PKWY,2,11,12.426666666666668
PARSONS BLVD,F,11,15.0
LEXINGTON AV/53,E,11,11.2
LEXINGTON AV/63,Q,11,
86 ST,1,11,77.14285714285714
80 ST,A,11,50.75
W 4 ST-WASH SQ,E,11,4.25
125 ST,D,11,84.66666666666667
PARKCHESTER,6,11,12.5
47-50 STS ROCK,D,11,
ROCKAWAY PARK B,H,11,0.0
86 ST,4,11,15.041666666666666
46 ST,M,11,
33 ST-RAWSON ST,7,11,19.529411764705884
21 ST-QNSBRIDGE,F,11,
28 ST,N,11,
VAN SICLEN AVE,A,11,64.375
28 ST,6,11,6.777777777777778
LEXINGTON AV/63,F,11,
34 ST-HERALD SQ,D,11,
145 ST,1,11,107.625
8 ST-NYU,N,11,
LAFAYETTE AV,A,11,61.3125
PARKSIDE AV,Q,11,
34 ST-HERALD SQ,M,11,
RALPH AV,A,11,61.375
176 ST,4,11,15.416666666666666
20 AV,N,11,
86 ST,6,11,10.533333333333335
47-50 STS ROCK,M,11,
45 ST,R,11,
82 ST-JACKSON H,7,11,17.294117647058822
MYRTLE-WILLOUGH,G,12,6.6
FT HAMILTON PKY,G,12,0.0
WAKEFIELD/241,2,12,47.2
W 4 ST-WASH SQ,E,12,8.0
BEVERLEY ROAD,Q,12,
NORWOOD 205 ST,D,12,
BAY 50 ST,D,12,1.3333333333333333
JAMAICA 179 ST,F,12,11.8
86 ST-2 AVE,N,12,14.5
PARKSIDE AV,Q,12,
ELMHURST AV,M,12,
TIMES SQ-42 ST,Q,12,
TREMONT AV,D,12,6.833333333333333
B'WAY-LAFAYETTE,M,12,4.2
LEXINGTON AV/53,M,12,
YORK ST,F,12,
36 AV,N,12,6.333333333333333
JAMAICA CENTER,E,12,77.0
ELDER AV,6,12,10.363636363636363
23 ST,F,12,
181 ST,1,12,91.18181818181819
BROAD ST,J,12,0.0
W 8 ST-AQUARIUM,Q,12,0.0
163 ST-AMSTERDM,A,12,135.42857142857142
51 ST,6,12,7.363636363636363
BROADWAY,G,12,5.8
PROSPECT PARK,FS,12,0.0
67 AV,R,12,0.0
CITY HALL,R,12,
AVENUE U,F,12,
14 ST,A,12,143.15384615384616
183 ST,4,12,24.555555555555557
BERGEN ST,G,12,
BAY PKWY,F,12,
PARSONS BLVD,F,12,17.6
BRONX PARK EAST,2,12,60.111111111111114
52 ST,7,12,18.46875
167 ST,D,12,8.0
36 ST,M,12,
JACKSON AV,5,12,22.9
CATHEDRAL PKWY,A,12,96.75
66 ST-LINCOLN,1,12,158.66666666666666
FLUSHING AV,J,12,10.0
23 ST,M,12,
FLUSHING AV,G,12,5.8
KINGSTON-THROOP,A,12,86.58333333333333
111 ST,A,12,113.0
BURKE AV,2,12,4.6
SIMPSON ST,5,12,21.0
125 ST,2,12,91.18181818181819
CROWN HTS-UTICA,4,12,27.0
HIGH ST,A,12,123.53846153846153
67 AV,M,12,0.0
82 ST-JACKSON H,7,12,15.529411764705882
71 ST,D,12,
BAY PKWY,D,12,
V.CORTLANDT PK,1,12,172.14285714285714
86 ST,1,12,162.86363636363637
138/GRAND CONC,5,12,28.642857142857142
238 ST,1,12,81.9
CORTLANDT ST,R,12,
ROCKAWAY PARK B,H,12,0.0
NASSAU AV,G,12,7.0
CARROLL ST,G,12,
SUTTER AV-RUTLD,3,12,72.42857142857143
14 ST,F,12,
BURNSIDE AV,4,12,27.636363636363637
PROSPECT AV,R,12,
CYPRESS HILLS,J,12,5.6
TIMES SQ-42 ST,2,12,79.2
E 143/ST MARY'S,6,12,15.714285714285714
138/GRAND CONC,4,12,35.06666666666667
CORTELYOU RD,Q,12,
103 ST,6,12,15.88888888888889
SMITH-9 ST,F,12,
7 AV,D,12,
AVENUE X,F,12,0.0
BLEECKER ST,6,12,4.333333333333333
FULTON ST,A,12,119.8030303030303
JAMAICA VAN WK,E,12,33.0
145 ST,3,12,18.5
NOSTRAND AV,3,12,79.83333333333333
AVENUE U,N,12,0.0
88 ST,A,12,130.75
155 ST,A,12,135.21428571428572
50 ST,D,12,
STEINWAY ST,M,12,
7 AV,F,12,
ROCKAWAY BLVD,A,12,119.85
MT EDEN AV,4,12,29.6
149/GRAND CONC,5,12,26.818181818181817
14 ST-UNION SQ,Q,12,
RALPH AV,A,12,97.28571428571429
7 AV,E,12,
AVENUE U,Q,12,
HEWES ST,J,12,8.25
34 ST-PENN STA,E,12,126.4
FT HAMILTON PKY,F,12,
103 ST-CORONA,7,12,10.68421052631579
23 ST,E,12,10.6
25 AV,D,12,2.4285714285714284
CATHEDRAL PKWY,1,12,171.2
85 ST-FOREST PK,J,12,5.6
MYRTLE AV,J,12,8.6
3 AV 138 ST,6,12,18.846153846153847
WHITEHALL S-FRY,R,12,
HEWES ST,M,12,9.6
7 AV,G,12,
167 ST,4,12,27.454545454545453
174 ST,2,12,55.05
PRESIDENT ST,2,12,100.64285714285714
CLASSON AV,G,12,9.333333333333334
MYRTLE AV,M,12,11.2
B'WAY-LAFAYETTE,F,12,
BEVERLY RD,2,12,84.36363636363636
3 AV-149 ST,5,12,38.166666666666664
68ST-HUNTER CO,6,12,9.75
WTC-CORTLANDT,1,12,26.75
JAY ST-METROTEC,A,12,124.75
CASTLE HILL AV,6,12,7.0
MOSHOLU PKWY,4,12,17.88888888888889
125 ST,1,12,112.77777777777777
BOROUGH HALL,2,12,95.5
JAMAICA CENTER,J,12,11.833333333333334
30 AV,N,12,6.6
NORWOOD AV,J,12,5.8
168 ST,A,12,203.35416666666666
BROOK AV,6,12,14.4
69 ST,7,12,17.142857142857142
E 180 ST,5,12,18.083333333333332
B'WAY-LAFAYETTE,D,12,
34 ST-HERALD SQ,D,12,
47-50 STS ROCK,F,12,
CHRISTOPHER ST,1,12,48.625
TIMES SQ-42 ST,7,12,7.05
116 ST,6,12,15.8
CYPRESS AV,6,12,14.0
50 ST,E,12,151.4
42 ST-BRYANT PK,F,12,
18 AV,N,12,
ELMHURST AV,R,12,0.0
CROWN HTS-UTICA,3,12,97.42857142857143
FRANKLIN AV,A,12,130.57142857142858
FAR ROCKAWAY,A,12,54.25
57 ST-7 AV,N,12,60.875
PROSPECT AV,2,12,56.8
W 8 ST-AQUARIUM,F,12,
86 ST,5,12,24.166666666666668
CANAL ST,A,12,149.28571428571428
BEACH 60 ST,A,12,119.5
WINTHROP ST,2,12,92.27272727272727
CLINTON-WASH AV,A,12,133.28571428571428
COURT SQ-23 ST,E,12,34.2
20 AV,N,12,
14 ST-UNION SQ,N,12,
FLATBUSH AV-B.C,2,12,169.0
HOYT-SCHER,G,12,7.833333333333333
116 ST-COLUMBIA,1,12,191.83333333333334
14TH STREET,3,12,78.85714285714286
59 ST COLUMBUS,1,12,169.54545454545453
CLARK ST,3,12,93.6
RECTOR ST,1,12,34.416666666666664
CANAL ST,J,12,8.0
59 ST COLUMBUS,A,12,125.33333333333333
116 ST,A,12,98.14285714285714
COURT SQ-23 ST,M,12,
FULTON ST,2,12,109.5
E 180 ST,2,12,67.04545454545455
NEVINS ST,3,12,106.3
WHITLOCK AV,6,12,12.222222222222221
COURT SQ,7,12,18.31578947368421
HOWARD BCH JFK,A,12,123.3
CLARK ST,2,12,102.93333333333334
SHEPHERD AV,A,12,122.0
42 ST-BRYANT PK,D,12,
GRAND ARMY PLAZ,3,12,168.66666666666666
BEACH 44 ST,A,12,92.125
46 ST,R,12,39.0
BEDFORD-NOSTRAN,G,12,9.0
233 ST,2,12,21.818181818181817
HUNTERS PT AV,7,12,18.61111111111111
GRAND ARMY PLAZ,2,12,97.66666666666667
4 AV-9 ST,F,12,
SUTPHIN BLVD,F,12,19.2
NEWKIRK AV,2,12,118.77272727272727
FULTON ST,4,12,45.95
CANAL ST,E,12,6.0
UTICA AV,A,12,105.96153846153847
KOSCIUSZKO ST,J,12,9.333333333333334
59 ST,N,12,51.73333333333333
BEACH 98 ST,H,12,0.0
14 ST,2,12,118.5576923076923
104 ST,A,12,98.0
231 ST,1,12,108.65
86 ST,6,12,12.083333333333334
HOYT ST,3,12,116.66666666666667
COURT SQ,G,12,0.0
40 ST LOWERY ST,7,12,19.15625
PRINCE ST,R,12,
57 ST-7 AV,R,12,
NEW UTRECHT AV,N,12,
BEDFORD PK BLVD,4,12,17.5
HOYT-SCHER,A,12,105.65384615384616
NEVINS ST,4,12,44.5
SHEEPSHEAD BAY,Q,12,5.0
149/GRAND CONC,2,12,64.45833333333333
BEACH 67 ST,A,12,120.33333333333333
HOYT ST,2,12,94.16666666666667
23 ST,R,12,
FULTON ST,3,12,130.75
86 ST,A,12,116.33333333333333
28 ST,N,12,50.5
NEW LOTS AV,3,12,87.0
15 ST-PROSPECT,G,12,
CHURCH AV,2,12,134.8181818181818
3 AV-149 ST,2,12,71.54545454545455
59 ST,R,12,
BEDFORD PK BLVD,D,12,0.0
LAFAYETTE AV,A,12,128.5
176 ST,4,12,27.636363636363637
BEACH 90 ST,H,12,0.25
WALL ST,5,12,17.333333333333332
4 AV-9 ST,G,12,
57 ST-7 AV,Q,12,
BEACH 36 ST,A,12,115.0
59 ST COLUMBUS,D,12,111.33333333333333
57 ST,F,12,
157 ST,1,12,114.86363636363636
86 ST,Q,12,0.0
INWOOD-207 ST,A,12,18.5
LEXINGTON AV/53,E,12,28.4
2 AV,F,12,
121 ST,J,12,25.166666666666668
NEPTUNE AV,F,12,
125 ST,D,12,115.66666666666667
47-50 STS ROCK,D,12,
SENECA AVE,M,12,6.4
63 DR-REGO PARK,R,12,
BAY RIDGE-95 ST,R,12,0.0
125 ST,A,12,128.25
39 AV,N,12,2.6
53 ST,R,12,
111 ST,7,12,7.083333333333333
CRESCENT ST,J,12,5.8
W 4 ST-WASH SQ,M,12,
86 ST,4,12,36.1
BERGEN ST,F,12,
65 ST,M,12,
207 ST,1,12,69.75
BAY PKWY,N,12,
14TH STREET,2,12,64.11538461538461
36 ST,R,12,43.0
FT HAMILTON PKY,N,12,
JACKSON AV,2,12,68.83333333333333
HOUSTON ST,1,12,33.642857142857146
65 ST,R,12,36.0
SPRING ST,A,12,131.33333333333334
NECK RD,Q,12,10.0
MORRIS PARK,5,12,17.142857142857142
WOODHAVEN BLVD,M,12,
FOREST HILLS 71,E,12,32.2
STEINWAY ST,R,12,43.0
CANAL ST,1,12,37.5
SIMPSON ST,2,12,48.77777777777778
CARROLL ST,F,12,
BAY RIDGE AV,R,12,
NORTHERN BLVD,M,12,
KNICKERBOCKER,M,12,7.8
BAYCHESTER AV,5,12,14.75
EUCLID AV,A,12,131.28571428571428
61 ST WOODSIDE,7,12,19.75
CANAL ST,R,12,
170 ST,D,12,7.8
PELHAM BAY PARK,6,12,0.42857142857142855
18 ST,1,12,152.6
170 ST,4,12,26.22222222222222
34 ST-HERALD SQ,F,12,
BEACH 25 ST,A,12,135.8
PROSPECT AV,5,12,25.166666666666668
NEWKIRK PLAZA,Q,12,
NEVINS ST,2,12,98.28571428571429
PRINCE ST,N,12,
HUNTS POINT AV,6,12,9.8
BERGEN ST,2,12,103.27272727272727
190 ST,A,12,96.25
WOODLAWN,4,12,22.0
86 ST,N,12,0.0
14 ST,3,12,137.14285714285714
VAN SICLEN AV,J,12,7.8
14 ST,1,12,123.78125
103 ST,A,12,105.64285714285714
23 ST,N,12,
INTERVALE AV,5,12,29.2
63 DR-REGO PARK,M,12,
104 ST,J,12,26.333333333333332
55 ST,D,12,
E 149 ST,6,12,11.722222222222221
NEREID AV,2,12,17.384615384615383
NORTHERN BLVD,R,12,39.0
TIMES SQ-42 ST,3,12,40.4
W 4 ST-WASH SQ,D,12,
FORDHAM RD,4,12,15.944444444444445
BROADWAY,N,12,5.4
BEACH 105 ST,H,12,0.0
BERGEN ST,3,12,95.16666666666667
ROCKAWAY AV,A,12,98.0
FOREST AVE,M,12,5.6
INTERVALE AV,2,12,74.07142857142857
FULTON ST,5,12,19.5
WALL ST,4,12,46.63636363636363
QUEENSBORO PLZ,7,12,18.605263157894736
219 ST,2,12,4.625
GRANT AV,A,12,129.35714285714286
ATL AV-BARCLAY,3,12,112.60714285714286
75 AV,E,12,35.6
14 ST,M,12,
W 4 ST-WASH SQ,A,12,145.69230769230768
182-183 STS,D,12,5.5
79 ST,D,12,
5 AV/59 ST,N,12,58.4
FREEMAN ST,5,12,22.142857142857142
DITMAS AV,F,12,
METROPOLITAN AV,G,12,7.166666666666667
FRANKLIN AV,FS,12,0.0
ALLERTON AV,2,12,28.3125
49 ST,N,12,60.0
BOWERY,J,12,7.833333333333333
ATL AV-BARCLAY,2,12,128.05357142857142
EASTN PKWY-MUSM,3,12,106.4375
FULTON ST,J,12,0.0
JAY ST-METROTEC,F,12,
34 ST-PENN STA,1,12,164.78571428571428
OZONE PK LEFFRT,A,12,36.8
JUNCTION BLVD,7,12,12.277777777777779
TIMES SQ-42 ST,N,12,60.0
CHAMBERS ST,3,12,165.5
GREENPOINT AV,G,12,6.8
DYCKMAN ST,A,12,107.36363636363636
QUEENS PLAZA,E,12,33.6
75 AV,F,12,26.6
PELHAM PKWY,2,12,17.75
SOUTH FERRY,R,12,
34 ST-HERALD SQ,R,12,
135 ST,A,12,116.78571428571429
96 ST,1,12,146.0
45 ST,R,12,
34 ST-PENN STA,2,12,65.91666666666667
225 ST,2,12,21.375
JKSN HT-ROOSVLT,M,12,
79 ST,1,12,98.3
VAN SICLEN AV,3,12,61.57142857142857
METROPOLITAN AV,M,12,0.0
LIBERTY AV,A,12,108.9
WOODHAVEN BLVD,R,12,
CLEVELAND ST,J,12,11.5
BOTANIC GARDEN,FS,12,0.7272727272727273
WALL ST,3,12,168.5
OCEAN PKWY,Q,12,1.0
WEST FARMS SQ,2,12,64.55555555555556
5 AV/59 ST,R,12,
FRESH POND RD,M,12,4.4
ALABAMA AV,J,12,8.0
KEW GARDENS,F,12,25.8
FORDHAM RD,D,12,6.0
ROOSEVELT ISLND,F,12,
JKSN HT-ROOSVLT,R,12,37.0
CHURCH AV,F,12,
125 ST,5,12,23.818181818181817
181 ST,A,12,106.91666666666667
14 ST,E,12,8.0
FLUSHING AV,M,12,12.6
ATL AV-BARCLAY,4,12,77.45833333333333
DEKALB AV,R,12,
BROAD CHANNEL,H,12,0.0
LEXINGTON AV/63,Q,12,
CENTRAL PK N110,3,12,37.5
SARATOGA AV,3,12,58.166666666666664
28 ST,R,12,
74 ST-BROADWAY,7,12,17.833333333333332
KINGS HWY,Q,12,
ASTORIA DITMARS,N,12,1.6
CHAMBERS ST,1,12,40.18181818181818
BROOKLYN BRIDGE,6,12,0.625
QUEENS PLAZA,M,12,
CHURCH AV,G,12,0.0
ST LAWRENCE AV,6,12,7.923076923076923
FREEMAN ST,2,12,62.7
GRD CNTRL-42 ST,7,12,13.947368421052632
WALL ST,2,12,110.0
96 ST,3,12,32.07142857142857
WORLD TRADE CTR,E,12,0.0
PARK PLACE,3,12,155.22222222222223
161/YANKEE STAD,D,12,89.5
ASTOR PL,6,12,3.7777777777777777
